order_id,date,customer_id,product,quantity,unit_price,region,status,total_amount,name,customer_type,date_only
ORD000049,2024-08-21,CUST0064,Charger,9,330.52,West,Pending,2974.68,Customer 64,Standard,2024-08-21
ORD000050,2024-03-26,UNKNOWN,Webcam,6,449.13,South,Completed,2694.7799999999997,Unknown Customer,Standard,2024-03-26
ORD000051,2024-02-10,CUST0077,Mouse,4,57.77,South,Completed,231.08,Customer 77,Basic,2024-02-10
ORD000052,2024-09-04,CUST0067,Laptop,1,247.44,South,Cancelled,247.44,Customer 67,Premium,2024-09-04
ORD000053,2024-04-08,CUST0054,Monitor,2,499.22,East,Completed,998.44,Customer 54,Premium,2024-04-08
ORD000054,2024-05-05,CUST0044,Webcam,10,182.53,West,Completed,1825.3,Customer 44,Basic,2024-05-05
ORD000055,2024-08-22,CUST0001,USB Cable,2,330.5,South,Cancelled,661.0,Customer 1,Basic,2024-08-22
ORD000056,2024-06-14,CUST0071,USB Cable,3,27.25,North,Pending,81.75,Customer 71,Standard,2024-06-14
ORD000057,2024-05-16,CUST0012,Headphones,3,124.03,North,Completed,372.09000000000003,Customer 12,Basic,2024-05-16
ORD000058,2024-04-30,CUST0019,Headphones,1,435.98,South,Pending,435.98,Customer 19,Premium,2024-04-30
ORD000059,2024-07-22,CUST0095,Laptop,1,392.95,South,Completed,392.95,Customer 95,Standard,2024-07-22
ORD000060,2024-05-16,CUST0034,Mouse,5,206.61,North,Pending,1033.0500000000002,Customer 34,Basic,2024-05-16
ORD000061,2024-08-16,CUST0045,Charger,6,345.9,West,Pending,2075.3999999999996,Customer 45,Premium,2024-08-16
ORD000062,2024-08-15,CUST0025,Monitor,10,25.78,East,Pending,257.8,Customer 25,Premium,2024-08-15
ORD000063,2024-02-27,CUST0094,USB Cable,9,123.91,South,Cancelled,1115.19,Customer 94,Premium,2024-02-27
ORD000064,2024-03-16,CUST0034,Monitor,8,278.9,North,Completed,2231.2,Customer 34,Basic,2024-03-16
ORD000065,2024-06-13,CUST0096,Charger,10,179.54,West,Cancelled,1795.3999999999999,Customer 96,Premium,2024-06-13
ORD000066,2024-07-02,CUST0070,Monitor,5,398.74,East,Completed,1993.7,Customer 70,Basic,2024-07-02
ORD000067,2024-05-04,CUST0075,Headphones,1,28.18,West,Completed,28.18,Customer 75,Basic,2024-05-04
ORD000068,2024-10-21,CUST0077,Charger,5,266.74,South,Cancelled,1333.7,Customer 77,Basic,2024-10-21
ORD000069,2024-01-23,CUST0035,USB Cable,5,419.49,South,Completed,2097.45,Customer 35,Basic,2024-01-23
ORD000070,2024-07-04,CUST0022,Mouse,7,140.23,East,Completed,981.6099999999999,Customer 22,Premium,2024-07-04
ORD000071,2024-05-22,CUST0054,Monitor,2,98.05,West,Completed,196.1,Customer 54,Premium,2024-05-22
ORD000072,2024-02-05,CUST0024,USB Cable,1,220.37,East,Completed,220.37,Customer 24,Standard,2024-02-05
ORD000073,2024-08-27,CUST0077,Headphones,4,365.47,West,Pending,1461.88,Customer 77,Basic,2024-08-27
ORD000074,2024-05-03,CUST0073,Monitor,10,199.14,North,Pending,1991.3999999999999,Customer 73,Basic,2024-05-03
ORD000075,2024-06-02,CUST0055,Mouse,2,84.16,West,Completed,168.32,Customer 55,Basic,2024-06-02
ORD000076,2024-04-18,CUST0035,Monitor,10,250.28,South,Completed,2502.8,Customer 35,Basic,2024-04-18
ORD000077,2024-02-15,CUST0076,Charger,2,186.34,East,Completed,372.68,Customer 76,Standard,2024-02-15
ORD000078,2024-06-02,CUST0086,Keyboard,4,284.12,West,Completed,1136.48,Customer 86,Standard,2024-06-02
ORD000079,2024-05-07,CUST0099,Webcam,6,440.28,East,Completed,2641.68,Customer 99,Standard,2024-05-07
ORD000080,2024-01-05,CUST0065,USB Cable,8,399.25,South,Pending,3194.0,Customer 65,Standard,2024-01-05
ORD000081,2024-02-11,CUST0024,Headphones,8,71.01,West,Completed,568.08,Customer 24,Standard,2024-02-11
ORD000082,2024-04-09,CUST0050,Webcam,7,238.41,South,Pending,1668.87,Customer 50,Standard,2024-04-09
ORD000083,2024-04-25,CUST0010,Mouse,3,29.92,North,Pending,89.76,Customer 10,Premium,2024-04-25
ORD000084,2024-07-28,CUST0008,Monitor,4,363.23,North,Completed,1452.92,Customer 8,Standard,2024-07-28
ORD000085,2024-08-09,CUST0069,Webcam,1,255.36,West,Completed,255.36,Customer 69,Premium,2024-08-09
ORD000086,2024-10-09,CUST0033,USB Cable,2,124.21,South,Completed,248.42,Customer 33,Basic,2024-10-09
ORD000087,2024-07-03,CUST0016,Headphones,2,160.15,West,Cancelled,320.3,Customer 16,Basic,2024-07-03
ORD000088,2024-03-13,CUST0078,Headphones,7,63.73,East,Completed,446.10999999999996,Customer 78,Premium,2024-03-13
ORD000089,2024-10-14,CUST0040,Mouse,5,229.37,East,Completed,1146.85,Customer 40,Premium,2024-10-14
ORD000090,2024-08-14,CUST0050,Webcam,10,28.22,North,Completed,282.2,Customer 50,Standard,2024-08-14
ORD000091,2024-07-10,CUST0069,Headphones,9,84.55,South,Cancelled,760.9499999999999,Customer 69,Premium,2024-07-10
ORD000092,2024-01-26,CUST0058,Webcam,2,307.92,North,Completed,615.84,Customer 58,Standard,2024-01-26
ORD000093,2024-05-18,CUST0045,Webcam,5,443.8,North,Completed,2219.0,Customer 45,Premium,2024-05-18
ORD000094,2024-01-04,CUST0095,Monitor,7,317.98,North,Pending,2225.86,Customer 95,Standard,2024-01-04
ORD000095,2024-05-28,CUST0031,Headphones,1,397.85,East,Completed,397.85,Customer 31,Standard,2024-05-28
ORD000096,2024-06-26,CUST0065,Monitor,1,65.59,West,Completed,65.59,Customer 65,Standard,2024-06-26
ORD000097,2024-07-18,CUST0035,Charger,3,312.75,North,Completed,938.25,Customer 35,Basic,2024-07-18
ORD000098,2024-09-05,CUST0022,Mouse,2,210.11,East,Cancelled,420.22,Customer 22,Premium,2024-09-05
ORD000099,2024-08-05,CUST0079,Headphones,4,39.36,North,Pending,157.44,Customer 79,Standard,2024-08-05
ORD000100,2024-01-16,UNKNOWN,Mouse,6,248.935,West,Completed,1493.6100000000001,Unknown Customer,Standard,2024-01-16
ORD000101,2024-08-22,CUST0040,Webcam,8,400.08,East,Cancelled,3200.64,Customer 40,Premium,2024-08-22
ORD000102,2024-10-26,CUST0053,Keyboard,1,384.3,North,Completed,384.3,Customer 53,Standard,2024-10-26
ORD000103,2024-06-24,CUST0059,Keyboard,2,385.76,West,Completed,771.52,Customer 59,Basic,2024-06-24
ORD000104,2024-06-11,CUST0087,Mouse,9,97.72,East,Pending,879.48,Customer 87,Standard,2024-06-11
ORD000105,2024-01-15,CUST0080,Laptop,5,39.41,South,Pending,197.04999999999998,Customer 80,Basic,2024-01-15
ORD000106,2024-06-16,CUST0045,Webcam,1,70.74,North,Completed,70.74,Customer 45,Premium,2024-06-16
ORD000107,2024-06-22,CUST0016,Keyboard,8,476.95,West,Cancelled,3815.6,Customer 16,Basic,2024-06-22
ORD000108,2024-04-13,CUST0070,Laptop,7,160.66,South,Pending,1124.62,Customer 70,Basic,2024-04-13
ORD000109,2024-10-10,CUST0097,Laptop,1,203.1,South,Pending,203.1,Customer 97,Premium,2024-10-10
ORD000110,2024-05-14,CUST0023,Monitor,10,94.38,South,Cancelled,943.8,Customer 23,Basic,2024-05-14
ORD000111,2024-02-01,CUST0009,Laptop,5,294.21,West,Completed,1471.05,Customer 9,Basic,2024-02-01
ORD000112,2024-10-11,CUST0006,USB Cable,10,241.11,East,Completed,2411.1000000000004,Customer 6,Premium,2024-10-11
ORD000113,2024-03-19,CUST0064,Headphones,5,244.22,East,Completed,1221.1,Customer 64,Standard,2024-03-19
ORD000114,2024-01-12,CUST0086,Webcam,5,207.56,South,Completed,1037.8,Customer 86,Standard,2024-01-12
ORD000115,2024-09-25,CUST0098,Laptop,3,435.74,North,Pending,1307.22,Customer 98,Premium,2024-09-25
ORD000116,2024-02-11,CUST0085,Webcam,4,333.0,South,Completed,1332.0,Customer 85,Premium,2024-02-11
ORD000117,2024-01-27,CUST0046,Headphones,4,186.63,West,Cancelled,746.52,Customer 46,Basic,2024-01-27
ORD000118,2024-10-24,CUST0074,Webcam,2,111.15,South,Pending,222.3,Customer 74,Premium,2024-10-24
ORD000119,2024-03-22,CUST0092,Webcam,9,14.46,North,Completed,130.14000000000001,Customer 92,Standard,2024-03-22
ORD000120,2024-03-26,CUST0056,USB Cable,4,342.14,North,Cancelled,1368.56,Customer 56,Standard,2024-03-26
ORD000121,2024-04-29,CUST0098,Keyboard,8,474.74,West,Completed,3797.92,Customer 98,Premium,2024-04-29
ORD000122,2024-08-24,CUST0017,Laptop,6,116.71,East,Pending,700.26,Customer 17,Standard,2024-08-24
ORD000123,2024-06-27,CUST0072,Laptop,6,313.84,North,Completed,1883.04,Customer 72,Standard,2024-06-27
ORD000124,2024-08-17,CUST0049,Laptop,8,456.74,North,Completed,3653.92,Customer 49,Basic,2024-08-17
ORD000125,2024-03-18,CUST0067,Monitor,4,349.03,East,Completed,1396.12,Customer 67,Premium,2024-03-18
ORD000126,2024-09-02,CUST0040,Keyboard,1,347.78,East,Completed,347.78,Customer 40,Premium,2024-09-02
ORD000127,2024-02-15,CUST0032,Monitor,3,410.65,South,Completed,1231.9499999999998,Customer 32,Basic,2024-02-15
ORD000128,2024-03-04,CUST0043,USB Cable,6,398.95,East,Completed,2393.7,Customer 43,Standard,2024-03-04
ORD000129,2024-01-10,CUST0074,Keyboard,1,102.44,East,Completed,102.44,Customer 74,Premium,2024-01-10
ORD000130,2024-03-16,CUST0030,Laptop,8,16.42,South,Completed,131.36,Customer 30,Premium,2024-03-16
ORD000131,2024-03-20,CUST0005,Headphones,8,455.13,South,Completed,3641.04,Customer 5,Standard,2024-03-20
ORD000132,2024-06-19,CUST0078,Headphones,2,109.8,West,Completed,219.6,Customer 78,Premium,2024-06-19
ORD000133,2024-10-03,CUST0039,Keyboard,1,16.05,West,Cancelled,16.05,Customer 39,Premium,2024-10-03
ORD000134,2024-04-04,CUST0062,Monitor,6,414.23,West,Cancelled,2485.38,Customer 62,Basic,2024-04-04
ORD000135,2024-01-17,CUST0055,Mouse,8,237.46,North,Completed,1899.68,Customer 55,Basic,2024-01-17
ORD000136,2024-08-25,CUST0039,Webcam,5,483.69,North,Cancelled,2418.45,Customer 39,Premium,2024-08-25
ORD000137,2024-01-23,CUST0058,Webcam,4,202.23,North,Completed,808.92,Customer 58,Standard,2024-01-23
ORD000138,2024-10-18,CUST0002,Mouse,2,489.0,East,Cancelled,978.0,Customer 2,Standard,2024-10-18
ORD000139,2024-06-19,CUST0060,Mouse,3,307.5,East,Completed,922.5,Customer 60,Basic,2024-06-19
ORD000140,2024-09-16,CUST0001,Webcam,8,167.0,East,Completed,1336.0,Customer 1,Basic,2024-09-16
ORD000141,2024-07-18,CUST0088,Laptop,8,104.33,South,Cancelled,834.64,Customer 88,Premium,2024-07-18
ORD000142,2024-08-26,CUST0017,Charger,2,272.42,East,Completed,544.84,Customer 17,Standard,2024-08-26
ORD000143,2024-07-18,CUST0036,USB Cable,8,330.4,North,Pending,2643.2,Customer 36,Standard,2024-07-18
ORD000144,2024-04-15,CUST0041,Monitor,5,395.38,West,Cancelled,1976.9,Customer 41,Standard,2024-04-15
ORD000145,2024-06-13,CUST0072,Webcam,6,310.63,South,Pending,1863.78,Customer 72,Standard,2024-06-13
ORD000146,2024-06-27,CUST0056,Charger,1,46.44,North,Completed,46.44,Customer 56,Standard,2024-06-27
ORD000147,2024-02-19,CUST0080,Charger,9,75.84,West,Completed,682.5600000000001,Customer 80,Basic,2024-02-19
ORD000148,2024-09-07,CUST0100,Mouse,9,360.11,East,Cancelled,3240.9900000000002,Customer 100,Basic,2024-09-07
ORD000149,2024-03-02,CUST0066,Laptop,1,248.46,East,Completed,248.46,Customer 66,Premium,2024-03-02
ORD000150,2024-10-23,UNKNOWN,Webcam,7,427.45,North,Completed,2992.15,Unknown Customer,Standard,2024-10-23
ORD000151,2024-10-12,CUST0024,Monitor,6,427.5,South,Cancelled,2565.0,Customer 24,Standard,2024-10-12
ORD000152,2024-04-18,CUST0046,Laptop,2,269.41,East,Pending,538.82,Customer 46,Basic,2024-04-18
ORD000153,2024-10-20,CUST0071,Keyboard,8,170.75,North,Cancelled,1366.0,Customer 71,Standard,2024-10-20
ORD000154,2024-02-16,CUST0030,Monitor,8,38.02,North,Completed,304.16,Customer 30,Premium,2024-02-16
ORD000155,2024-01-04,CUST0025,Keyboard,10,121.68,South,Completed,1216.8000000000002,Customer 25,Premium,2024-01-04
ORD000156,2024-09-11,CUST0046,Charger,3,368.87,South,Completed,1106.6100000000001,Customer 46,Basic,2024-09-11
ORD000157,2024-07-14,CUST0087,Headphones,4,195.99,North,Completed,783.96,Customer 87,Standard,2024-07-14
ORD000158,2024-09-09,CUST0039,Monitor,1,299.72,North,Completed,299.72,Customer 39,Premium,2024-09-09
ORD000159,2024-02-23,CUST0058,Charger,5,160.56,North,Cancelled,802.8,Customer 58,Standard,2024-02-23
ORD000160,2024-05-29,CUST0075,Monitor,2,434.37,East,Cancelled,868.74,Customer 75,Basic,2024-05-29
ORD000161,2024-07-22,CUST0048,Charger,6,177.84,South,Pending,1067.04,Customer 48,Premium,2024-07-22
ORD000162,2024-05-24,CUST0021,Headphones,7,336.81,East,Completed,2357.67,Customer 21,Standard,2024-05-24
ORD000163,2024-05-10,CUST0016,Monitor,6,440.41,East,Cancelled,2642.46,Customer 16,Basic,2024-05-10
ORD000164,2024-08-26,CUST0021,USB Cable,4,80.22,South,Completed,320.88,Customer 21,Standard,2024-08-26
ORD000165,2024-04-13,CUST0004,Laptop,1,376.8,North,Cancelled,376.8,Customer 4,Basic,2024-04-13
ORD000166,2024-10-24,CUST0052,Monitor,9,176.26,South,Completed,1586.34,Customer 52,Standard,2024-10-24
ORD000167,2024-01-17,CUST0074,Webcam,9,19.13,South,Completed,172.17,Customer 74,Premium,2024-01-17
ORD000168,2024-08-16,CUST0011,Monitor,3,143.19,East,Completed,429.57,Customer 11,Premium,2024-08-16
ORD000169,2024-06-28,CUST0038,USB Cable,1,169.53,West,Cancelled,169.53,Customer 38,Basic,2024-06-28
ORD000170,2024-07-02,CUST0077,Charger,7,360.4,North,Completed,2522.7999999999997,Customer 77,Basic,2024-07-02
ORD000171,2024-10-05,CUST0016,Monitor,4,232.69,North,Completed,930.76,Customer 16,Basic,2024-10-05
ORD000172,2024-04-11,CUST0009,Headphones,3,232.49,East,Cancelled,697.47,Customer 9,Basic,2024-04-11
ORD000173,2024-09-19,CUST0065,Mouse,9,87.56,North,Cancelled,788.04,Customer 65,Standard,2024-09-19
ORD000174,2024-02-17,CUST0093,Headphones,5,99.93,East,Pending,499.65000000000003,Customer 93,Standard,2024-02-17
ORD000175,2024-10-11,CUST0017,Charger,9,264.77,West,Completed,2382.93,Customer 17,Standard,2024-10-11
ORD000176,2024-09-23,CUST0045,Monitor,10,233.3,North,Cancelled,2333.0,Customer 45,Premium,2024-09-23
ORD000177,2024-01-24,CUST0050,USB Cable,1,57.9,West,Cancelled,57.9,Customer 50,Standard,2024-01-24
ORD000178,2024-07-26,CUST0041,Laptop,1,395.5,East,Pending,395.5,Customer 41,Standard,2024-07-26
ORD000179,2024-05-30,CUST0099,Monitor,5,392.99,South,Completed,1964.95,Customer 99,Standard,2024-05-30
ORD000180,2024-06-21,CUST0097,Webcam,2,274.28,North,Cancelled,548.56,Customer 97,Premium,2024-06-21
ORD000181,2024-02-11,CUST0093,Charger,7,431.4,West,Completed,3019.7999999999997,Customer 93,Standard,2024-02-11
ORD000182,2024-08-12,CUST0053,Charger,7,99.8,North,Completed,698.6,Customer 53,Standard,2024-08-12
ORD000183,2024-04-13,CUST0056,Charger,7,412.68,West,Completed,2888.76,Customer 56,Standard,2024-04-13
ORD000184,2024-08-19,CUST0093,USB Cable,4,382.81,North,Completed,1531.24,Customer 93,Standard,2024-08-19
ORD000185,2024-08-12,CUST0049,Charger,2,120.39,East,Completed,240.78,Customer 49,Basic,2024-08-12
ORD000186,2024-02-16,CUST0030,Laptop,6,446.03,West,Completed,2676.18,Customer 30,Premium,2024-02-16
ORD000187,2024-07-26,CUST0075,Monitor,3,197.52,West,Cancelled,592.5600000000001,Customer 75,Basic,2024-07-26
ORD000188,2024-02-21,CUST0100,Headphones,7,78.57,East,Cancelled,549.99,Customer 100,Basic,2024-02-21
ORD000189,2024-07-15,CUST0017,Mouse,1,171.88,West,Pending,171.88,Customer 17,Standard,2024-07-15
ORD000190,2024-01-15,CUST0019,Laptop,5,176.71,South,Completed,883.5500000000001,Customer 19,Premium,2024-01-15
ORD000191,2024-07-31,CUST0034,Headphones,9,198.36,North,Pending,1785.2400000000002,Customer 34,Basic,2024-07-31
ORD000192,2024-01-16,CUST0002,Charger,3,486.29,East,Completed,1458.8700000000001,Customer 2,Standard,2024-01-16
ORD000193,2024-01-06,CUST0052,Webcam,1,214.17,South,Completed,214.17,Customer 52,Standard,2024-01-06
ORD000194,2024-06-11,CUST0012,Webcam,8,309.02,South,Completed,2472.16,Customer 12,Basic,2024-06-11
ORD000195,2024-04-06,CUST0082,Laptop,6,465.38,South,Pending,2792.2799999999997,Customer 82,Premium,2024-04-06
ORD000196,2024-09-05,CUST0012,Mouse,4,304.69,West,Completed,1218.76,Customer 12,Basic,2024-09-05
ORD000197,2024-08-14,CUST0016,Laptop,10,495.32,West,Cancelled,4953.2,Customer 16,Basic,2024-08-14
ORD000198,2024-09-10,CUST0065,Laptop,1,169.89,North,Pending,169.89,Customer 65,Standard,2024-09-10
ORD000199,2024-03-01,CUST0035,Keyboard,7,101.35,West,Pending,709.4499999999999,Customer 35,Basic,2024-03-01
ORD000200,2024-10-06,UNKNOWN,Mouse,3,248.935,South,Completed,746.8050000000001,Unknown Customer,Standard,2024-10-06
ORD000201,2024-08-11,CUST0053,Laptop,3,234.4,East,Completed,703.2,Customer 53,Standard,2024-08-11
ORD000202,2024-03-14,CUST0002,Laptop,5,130.77,South,Completed,653.85,Customer 2,Standard,2024-03-14
ORD000203,2024-02-04,CUST0090,Headphones,4,139.2,South,Cancelled,556.8,Customer 90,Standard,2024-02-04
ORD000204,2024-08-28,CUST0054,Headphones,2,81.58,South,Cancelled,163.16,Customer 54,Premium,2024-08-28
ORD000205,2024-02-29,CUST0090,Monitor,8,259.27,West,Completed,2074.16,Customer 90,Standard,2024-02-29
ORD000206,2024-04-09,CUST0068,Monitor,6,367.4,South,Pending,2204.3999999999996,Customer 68,Standard,2024-04-09
ORD000207,2024-01-19,CUST0071,Webcam,9,127.93,West,Cancelled,1151.3700000000001,Customer 71,Standard,2024-01-19
ORD000208,2024-01-14,CUST0052,Mouse,8,307.78,West,Completed,2462.24,Customer 52,Standard,2024-01-14
ORD000209,2024-09-24,CUST0012,Keyboard,7,322.49,North,Completed,2257.4300000000003,Customer 12,Basic,2024-09-24
ORD000210,2024-02-09,CUST0006,Headphones,7,238.35,North,Cancelled,1668.45,Customer 6,Premium,2024-02-09
ORD000211,2024-07-03,CUST0038,Keyboard,4,60.78,West,Cancelled,243.12,Customer 38,Basic,2024-07-03
ORD000212,2024-09-17,CUST0072,Mouse,6,28.73,East,Completed,172.38,Customer 72,Standard,2024-09-17
ORD000213,2024-05-12,CUST0083,Webcam,10,398.55,East,Pending,3985.5,Customer 83,Premium,2024-05-12
ORD000214,2024-05-14,CUST0029,Monitor,10,176.2,South,Completed,1762.0,Customer 29,Basic,2024-05-14
ORD000215,2024-01-01,CUST0071,Monitor,5,243.53,East,Completed,1217.65,Customer 71,Standard,2024-01-01
ORD000216,2024-09-10,CUST0067,Laptop,6,352.84,South,Completed,2117.04,Customer 67,Premium,2024-09-10
ORD000217,2024-07-30,CUST0089,Keyboard,10,337.1,South,Cancelled,3371.0,Customer 89,Basic,2024-07-30
ORD000218,2024-01-28,CUST0089,USB Cable,3,329.07,North,Completed,987.21,Customer 89,Basic,2024-01-28
ORD000219,2024-01-09,CUST0024,Charger,6,163.98,East,Completed,983.8799999999999,Customer 24,Standard,2024-01-09
ORD000220,2024-04-19,CUST0001,USB Cable,4,308.66,East,Completed,1234.64,Customer 1,Basic,2024-04-19
ORD000221,2024-03-14,CUST0059,Keyboard,9,276.12,North,Pending,2485.08,Customer 59,Basic,2024-03-14
ORD000222,2024-06-18,CUST0006,Monitor,8,482.46,West,Completed,3859.68,Customer 6,Premium,2024-06-18
ORD000223,2024-01-05,CUST0025,Laptop,1,51.26,South,Cancelled,51.26,Customer 25,Premium,2024-01-05
ORD000224,2024-07-03,CUST0018,Charger,1,353.58,West,Completed,353.58,Customer 18,Standard,2024-07-03
ORD000225,2024-10-21,CUST0028,USB Cable,10,369.82,South,Completed,3698.2,Customer 28,Premium,2024-10-21
ORD000226,2024-03-12,CUST0042,Keyboard,6,491.85,East,Pending,2951.1000000000004,Customer 42,Standard,2024-03-12
ORD000227,2024-09-02,CUST0088,Laptop,9,461.1,West,Cancelled,4149.900000000001,Customer 88,Premium,2024-09-02
ORD000228,2024-06-23,CUST0013,Headphones,10,365.27,East,Completed,3652.7,Customer 13,Standard,2024-06-23
ORD000229,2024-08-21,CUST0017,Monitor,6,308.16,East,Completed,1848.96,Customer 17,Standard,2024-08-21
ORD000230,2024-03-25,CUST0022,Headphones,8,484.94,West,Completed,3879.52,Customer 22,Premium,2024-03-25
ORD000231,2024-01-03,CUST0063,Headphones,2,391.43,South,Completed,782.86,Customer 63,Premium,2024-01-03
ORD000232,2024-01-18,CUST0065,Mouse,4,365.56,East,Completed,1462.24,Customer 65,Standard,2024-01-18
ORD000233,2024-07-05,CUST0029,USB Cable,2,294.07,North,Completed,588.14,Customer 29,Basic,2024-07-05
ORD000234,2024-04-08,CUST0047,Mouse,8,33.93,North,Completed,271.44,Customer 47,Standard,2024-04-08
ORD000235,2024-09-27,CUST0097,Monitor,6,169.12,North,Pending,1014.72,Customer 97,Premium,2024-09-27
ORD000236,2024-01-03,CUST0071,Keyboard,9,246.59,East,Cancelled,2219.31,Customer 71,Standard,2024-01-03
